,gene,class,family,S35,S36,S31,S32
515,LTR12B,LTR,ERV1,20,34,33,30
516,MER61-int,LTR,ERV1,506,637,530,345
517,tRNA-Ile-ATA,tRNA,tRNA,31,4,0,0
518,LTR12F,LTR,ERV1,125,31,111,68
519,LTR12E,LTR,ERV1,95,68,119,40
520,LTR12D,LTR,ERV1,75,101,120,55
521,tRNA-Met,tRNA,tRNA,4,4,16,12
522,HERV30-int,LTR,ERV1,20,16,22,30
523,tRNA-Ser-TCY,tRNA,tRNA,0,0,0,1
524,U13,snRNA,snRNA,75,99,69,21
525,LTR47A2,LTR,ERVL,123,76,164,64
526,LTR40a,LTR,ERVL,198,192,435,230
527,LTR40b,LTR,ERVL,180,258,196,292
528,LTR33A_,LTR,ERVL,100,155,261,137
529,LTR12_,LTR,ERV1,114,159,38,62
530,UCON96,Unknown,Unknown,0,0,0,27
531,MLT1M-int,LTR,ERVL-MaLR,0,0,0,0
532,Eulor9A,DNA,DNA,28,28,20,36
533,MamGypsy2-LTR,LTR,Gypsy,106,96,64,28
534,Eulor9C,DNA,DNA,0,20,0,0
535,Eulor9B,DNA,DNA,0,0,28,0
536,tRNA-Met-i,tRNA,tRNA,0,0,0,0
537,MER123,DNA?,DNA?,8,0,16,0
538,BSR_Beta,Satellite,Satellite,274,352,175,142
539,LTR2,LTR,ERV1,337,338,232,158
540,MER2,DNA,TcMar-Tigger,2607,3369,4627,2503
541,MER3,DNA,hAT-Charlie,2241,2205,4081,2063
542,Arthur1C,DNA,hAT-Tip100,88,80,120,36
543,HERVL74-int,LTR,ERVL,290,320,232,208
544,Arthur1A,DNA,hAT-Tip100,120,230,207,161
545,HERV1_LTRa,LTR,ERV1,0,0,16,32
546,HERV1_LTRc,LTR,ERV1,0,18,12,0
547,HERV1_LTRb,LTR,ERV1,4,0,0,0
548,HERV1_LTRe,LTR,ERV1,8,8,0,0
549,HERV1_LTRd,LTR,ERV1,0,44,4,0
550,MER4-int,LTR,ERV1,904,937,1655,690
551,Tigger4b,DNA,TcMar-Tigger,929,1779,2355,1203
552,MER106B,DNA,hAT-Charlie,121,248,412,166
553,MER106A,DNA,hAT-Charlie,64,211,219,56
554,MamGypLTR1a,LTR,Gypsy,48,78,98,11
555,L1M3de,LINE,L1,49,131,68,45
556,MamGypLTR1b,LTR,Gypsy,381,359,1915,1378
557,MamGypLTR1d,LTR,Gypsy,53,20,56,12
558,L1PA15-16,LINE,L1,251,286,320,251
559,MER44D,DNA,TcMar-Tigger,226,292,346,167
560,MER113,DNA,hAT-Charlie,516,723,1082,521
561,tRNA-Val-GTY,tRNA,tRNA,0,0,0,1
562,LTR3B_,LTR,ERVK,100,131,142,40
563,MER65C,LTR,ERV1,876,1466,964,929
564,HERV-Fc2_LTR,LTR,ERV1,0,0,0,0
565,MER41A,LTR,ERV1,447,341,483,303
566,MER66-int,LTR,ERV1,65,129,218,105
567,TAR1,Satellite,telo,1,16,15,1
568,Tigger16b,DNA,TcMar-Tigger,686,744,942,531
569,MER74C,LTR,ERVL,11,0,12,0
570,UCON84,Unknown,Unknown,24,16,0,0
571,MLT2A1,LTR,ERVL,361,332,625,133
572,U4,snRNA,snRNA,225,122,48,52
573,MLT1E-int,LTR,ERVL-MaLR,0,0,0,0
574,MER74B,LTR,ERVL,133,111,309,142
575,L2-1_Crp,LINE,L2,8,0,24,0
576,MLT2A2,LTR,ERVL,387,504,506,315
577,Arthur1B,DNA,hAT-Tip100,159,313,306,199
578,PRIMA4-int,LTR,ERV1,99,235,472,137
579,THE1D-int,LTR,ERVL-MaLR,496,687,1183,579
580,Mam_R4,LINE,Dong-R4,25,94,151,86
581,MLT1G1,LTR,ERVL-MaLR,799,1011,717,469
582,MLT1G3,LTR,ERVL-MaLR,296,366,396,195
583,Charlie25,DNA,hAT-Charlie,63,157,134,132
584,Charlie24,DNA,hAT-Charlie,315,349,531,163
585,LTR6B,LTR,ERV1,249,377,488,252
586,UCON72,Unknown,Unknown,0,0,7,0
587,tRNA-SeC_e_-TGA,tRNA,tRNA,0,0,0,0
588,MLT1H-int,LTR,ERVL-MaLR,235,375,277,153
589,LOR1a,LTR,ERV1,148,188,239,183
590,Arthur1,DNA,hAT-Tip100,230,326,423,166
591,MLT1J1-int,LTR,ERVL-MaLR,69,68,120,12
592,LOR1b,LTR,ERV1,125,103,115,86
593,LTR10B1,LTR,ERV1,79,56,270,151
594,LTR10B2,LTR,ERV1,12,28,64,12
595,LTR108c_Mam,LTR,ERVL,0,8,8,0
596,MLT1K-int,LTR,ERVL-MaLR,0,0,4,0
597,MIRb,SINE,MIR,39840,43584,62044,33937
598,Charlie13a,DNA,hAT-Charlie,145,207,220,79
599,Charlie13b,DNA,hAT-Charlie,52,91,259,60
600,UCON132b,DNA,hAT-Tip100,84,114,167,20
601,MER63B,DNA,hAT-Blackjack,260,464,637,363
602,LTR39,LTR,ERV1,1758,1104,477,372
603,UCON78,DNA,DNA,108,20,28,8
604,AluYj4,SINE,Alu,232,296,333,253
605,MER66D,LTR,ERV1,4,0,16,4
606,LTR107_Mam,LTR,LTR,16,24,52,7
607,MER66C,LTR,ERV1,68,140,61,45
608,MER91B,DNA,hAT-Tip100,139,406,426,191
609,MER66A,LTR,ERV1,92,119,25,16
610,Charlie2a,DNA,hAT-Charlie,478,403,991,512
611,Charlie2b,DNA,hAT-Charlie,678,627,858,598
612,L1MA8,LINE,L1,2074,2378,4201,1976
613,MER50B,LTR,ERV1,42,98,80,51
614,MIRc,SINE,MIR,19032,19931,29239,16026
615,tRNA-Lys-AAA,tRNA,tRNA,27,16,12,0
616,LTR22C0,LTR,ERVK,56,28,72,4
617,X1_LINE,LINE,CR1,0,12,0,0
618,LTR22C2,LTR,ERVK,0,3,0,32
619,MER46C,DNA,TcMar-Tigger,1263,1817,2391,1386
620,MER31B,LTR,ERV1,157,241,640,219
621,MamRep38,DNA,hAT,278,544,364,192
622,MER31A,LTR,ERV1,225,275,332,178
623,MER107,DNA,hAT-Charlie,76,12,121,32
624,L4_B_Mam,LINE,RTE-X,839,557,981,575
625,MER34D,LTR,ERV1,36,16,44,0
626,LTR88b,LTR,Gypsy?,140,100,148,103
627,MamRep1151,LTR?,LTR?,263,300,323,104
628,MER20,DNA,hAT-Charlie,4090,4620,6017,3169
629,LTR30,LTR,ERV1,20,30,53,65
630,LTR7,LTR,ERV1,448,307,402,221
631,LTR16E2,LTR,ERVL,217,217,239,171
632,LTR16E1,LTR,ERVL,148,197,364,242
633,LTR43B,LTR,ERV1,20,12,40,8
634,MER49,LTR,ERV1,893,646,718,518
635,MER48,LTR,ERV1,15,48,32,26
636,PRIMAX-int,LTR,ERV1,8,0,24,4
637,LTR36,LTR,ERV1,200,215,217,110
638,LTR40c,LTR,ERVL,82,104,207,137
639,UCON49,LINE,L2,36,0,48,0
640,UCON105,Unknown,Unknown,80,95,135,100
641,PRIMA4_LTR,LTR,ERV1,56,167,128,48
642,HERVK22-int,LTR,ERVK,680,908,1254,504
643,tRNA-Arg-CGG,tRNA,tRNA,0,0,0,0
644,Tigger6a,DNA,TcMar-Tigger,323,231,345,200
645,Tigger6b,DNA,TcMar-Tigger,27,36,24,0
646,SVA_F,Retroposon,SVA,200,172,262,150
647,tRNA-Arg-CGA,tRNA,tRNA,0,0,0,0
648,MER52D,LTR,ERV1,65,108,106,69
649,L1MCb,LINE,L1,276,270,387,96
650,L1MCc,LINE,L1,399,666,909,472
651,L1PB2,LINE,L1,432,589,937,412
652,L1MCa,LINE,L1,1156,1483,2128,1001
653,L1PB4,LINE,L1,1042,1401,2178,1156
654,MER72B,LTR,ERV1,44,24,16,24
655,MER102b,DNA,hAT-Charlie,1325,1366,1905,911
656,MER102c,DNA,hAT-Charlie,592,512,1113,572
657,MER102a,DNA,hAT-Charlie,1377,965,1200,854
658,LTR58,LTR,ERV1,11,12,8,20
659,AluYa5,SINE,Alu,99,153,211,132
660,tRNA-Arg-AGG,tRNA,tRNA,20,0,0,0
661,LTR53-int,LTR,ERVL,160,122,101,83
662,AluYa8,SINE,Alu,11,19,15,10
663,LTR55,LTR,ERVL?,60,84,110,51
664,LTR56,LTR,ERV1,145,283,244,181
665,LTR57,LTR,ERVL,47,94,60,47
666,LTR45C,LTR,ERV1,79,120,78,49
667,LTR45B,LTR,ERV1,38,55,52,11
668,LTR52,LTR,ERVL,127,139,112,39
669,LTR53,LTR,ERVL,172,177,94,43
670,MER39,LTR,ERV1,395,482,690,423
671,MER34B-int,LTR,ERV1,170,171,271,166
672,LTR75B,LTR,ERVL,49,1,62,4
673,CR1-12_AMi,LINE,CR1,8,8,32,0
674,CR1_Mam,LINE,CR1,363,502,991,341
675,MER33,DNA,hAT-Charlie,1870,2538,4006,2043
676,MER34,LTR,ERV1,195,151,281,70
677,L1P4d,LINE,L1,20,25,25,4
678,MLT1G3-int,LTR,ERVL-MaLR,63,1,111,20
679,HERVI-int,LTR,ERV1,45,49,73,65
680,Eulor6A,DNA?,DNA?,0,4,0,0
681,Eulor6B,DNA?,DNA?,44,0,0,8
682,L1P4e,LINE,L1,16,12,6,36
683,Eulor6D,DNA?,DNA?,0,0,0,0
684,Eulor6E,DNA?,DNA?,32,0,0,0
685,MER83A-int,LTR,ERV1,16,0,0,4
686,MER44C,DNA,TcMar-Tigger,558,631,476,373
687,L1MC2,LINE,L1,1572,2189,3516,1538
688,L1MC3,LINE,L1,2754,3410,4786,2266
689,FRAM,SINE,Alu,1121,1037,1508,911
690,L1MC1,LINE,L1,4944,6165,8107,4477
691,MLT1M,LTR,ERVL-MaLR,331,427,349,207
692,L1MC4,LINE,L1,7086,10388,16214,8066
693,HERV9-int,LTR,ERV1,104,136,94,46
694,X8_LINE,LINE,CR1,19,50,83,15
695,L2b,LINE,L2,44358,74780,40421,27347
696,L1MB7,LINE,L1,8597,12979,16829,8578
697,LTR81C,LTR,Gypsy,70,35,44,24
698,LTR38-int,LTR,ERV1,0,8,12,0
699,Helitron1Nb_Mam,RC,Helitron,8,0,95,11
700,LTR5A,LTR,ERVK,114,183,113,105
701,LTR5B,LTR,ERVK,160,211,192,170
702,LTR81B,LTR,Gypsy,32,28,99,23
703,BC200,scRNA,scRNA,70,79,153,152
704,L4_C_Mam,LINE,RTE-X,690,1171,1727,855
705,LTR81A,LTR,Gypsy,43,93,124,79
706,LTR28B,LTR,ERV1,20,44,60,16
707,LTR28C,LTR,ERV1,83,148,137,128
708,LTR104_Mam,LTR,Gypsy,268,198,366,100
709,Tigger17,DNA,TcMar-Tigger,12,72,32,24
710,Tigger10,DNA,TcMar-Tigger,587,585,975,483
711,MLT1F2-int,LTR,ERVL-MaLR,11,56,56,85
712,Tigger12,DNA,TcMar-Tigger,227,245,552,530
713,MER4E,LTR,ERV1,89,106,399,157
714,MER4D,LTR,ERV1,280,273,524,172
715,tRNA-Ser-TCA_,tRNA,tRNA,0,0,0,1
716,MER4A,LTR,ERV1,428,410,649,423
717,MLT1E,LTR,ERVL-MaLR,67,132,136,39
718,MER4C,LTR,ERV1,72,192,151,35
719,MER4B,LTR,ERV1,1116,853,1138,625
720,MSTA-int,LTR,ERVL-MaLR,1096,1277,1328,864
721,MLT1J2-int,LTR,ERVL-MaLR,32,27,88,34
722,MLT1D-int,LTR,ERVL-MaLR,984,833,1311,702
723,HERV-Fc1_LTR1,LTR,ERV1,0,0,0,0
724,HERV-Fc1_LTR2,LTR,ERV1,0,0,0,0
725,HERV-Fc1_LTR3,LTR,ERV1,0,0,0,0
726,LTR50,LTR,ERVL,533,468,828,426
727,MER6,DNA,TcMar-Tigger,336,295,422,255
728,LTR80A,LTR,ERVL,96,25,16,90
729,LTR80B,LTR,ERVL,0,22,88,16
730,HAL1,LINE,L1,4535,6400,11753,5923
731,Chompy-7_Croc,DNA,PIF-Harbinger,0,0,0,0
732,HERV9NC-int,LTR,ERV1,104,133,153,51
733,MLT2D,LTR,ERVL,640,544,686,374
734,MLT2E,LTR,ERVL,8,28,11,52
735,GSAT,Satellite,centr,0,0,0,0
736,MER34A,LTR,ERV1,179,176,248,114
737,HUERS-P1-int,LTR,ERV1,56,88,180,71
738,MER34C,LTR,ERV1,4,99,32,16
739,MER34B,LTR,ERV1,267,266,396,256
740,Ricksha_0,DNA,MULE-MuDR,132,59,136,52
741,ORSL-2b,DNA,hAT-Tip100,94,171,131,67
742,DNA1_Mam,DNA,TcMar,12,28,44,35
743,PrimLTR79,LTR,ERV1,36,129,140,74
744,LTR57-int,LTR,ERVL,8,44,40,47
745,LTR8B,LTR,ERV1,202,344,489,345
746,LTR8A,LTR,ERV1,495,437,780,387
747,Tigger12A,DNA,TcMar-Tigger,215,206,308,183
748,L1ME4a,LINE,L1,7173,9444,14109,7742
749,UCON9,Unknown,Unknown,0,0,20,0
750,L1ME4c,LINE,L1,2257,2537,4135,2095
751,L1ME4b,LINE,L1,6505,9288,11662,6463
752,LTR89,LTR,ERVL?,186,187,270,183
753,LTR14A,LTR,ERVK,13,1,4,27
754,LTR87,LTR,ERVL?,330,215,317,194
755,UCON1,Unknown,Unknown,0,23,0,0
756,UCON2,DNA?,DNA?,16,80,50,55
757,ORSL-2a,DNA,hAT-Tip100,90,106,67,36
758,LTR83,LTR,ERVL,28,60,156,59
759,UCON5,Unknown,Unknown,8,19,0,0
760,LTR81,LTR,Gypsy,12,40,4,24
761,UCON7,DNA?,DNA?,0,0,0,0
762,MER121B,DNA,hAT?,0,0,0,0
763,MER65D,LTR,ERV1,27,43,61,43
764,MER124,DNA?,DNA?,372,575,219,106
765,MER57-int,LTR,ERV1,204,461,421,131
766,UCON93,Unknown,Unknown,0,0,0,0
767,Charlie17a,DNA,hAT-Charlie,211,212,433,234
768,Charlie17b,DNA,hAT-Charlie,24,48,73,75
769,HUERS-P3-int,LTR,ERV1,356,235,807,433
770,MER34-int,LTR,ERV1,641,374,983,660
771,UCON79,DNA?,DNA?,0,0,0,12
772,UCON61,Unknown,Unknown,0,0,0,0
773,Eulor8,DNA,TcMar?,0,0,0,0
774,UCON70,Unknown,Unknown,4,76,44,47
775,Eulor4,Unknown,Unknown,0,0,0,0
776,7SK,RNA,RNA,102011,186803,35924,35785
777,UCON73,Unknown,Unknown,0,28,83,111
778,L1P,LINE,L1,1,3,4,2
779,UCON75,Unknown,Unknown,0,0,0,0
780,Eulor3,DNA?,DNA?,0,0,0,0
781,UCON77,Unknown,Unknown,0,19,4,12
782,LTR25-int,LTR,ERV1,663,587,796,554
783,L1M,LINE,L1,55,52,200,110
784,Zaphod,DNA,hAT-Tip100,109,102,249,92
785,Tigger18a,DNA,TcMar-Tigger,210,310,733,445
786,tRNA-Arg-CGY_,tRNA,tRNA,21,0,2,0
787,Tigger3,DNA,TcMar-Tigger,243,234,577,238
788,MLT1I-int,LTR,ERVL-MaLR,56,75,152,78
789,MER4B-int,LTR,ERV1,163,268,199,144
790,LTR106_Mam,LTR,LTR,43,44,96,26
791,X6B_LINE,LINE,CR1,239,130,487,223
792,MLT1A-int,LTR,ERVL-MaLR,191,216,160,137
793,tRNA-Ile-ATC,tRNA,tRNA,0,0,0,0
794,Eulor11,DNA,DNA,36,4,24,0
795,Eulor10,DNA?,DNA?,0,0,0,0
796,Eulor12,DNA?,DNA?,0,0,0,0
797,MamGypLTR1c,LTR,Gypsy,158,124,116,69
798,LTR48B,LTR,ERV1,866,1019,496,471
799,Tigger4,DNA,TcMar-Tigger,421,468,869,473
800,tRNA-Ile-ATT,tRNA,tRNA,0,40,20,55
801,AluYe5,SINE,Alu,129,125,155,82
802,AluYe6,SINE,Alu,21,24,41,28
803,LTR13,LTR,ERVK,1241,1388,988,551
804,LTR14,LTR,ERVK,36,21,58,31
805,LTR15,LTR,ERV1,161,84,390,218
806,LTR16,LTR,ERVL,271,234,294,151
807,LTR17,LTR,ERV1,309,284,494,143
808,tRNA-Leu-CTA_,tRNA,tRNA,0,0,0,0
809,MER5A1,DNA,hAT-Charlie,1993,2832,3088,1808
810,LTR78B,LTR,ERV1,235,211,501,258
811,MER97d,DNA,hAT-Tip100,34,24,103,24
812,MLT1I,LTR,ERVL-MaLR,1726,1750,1590,990
813,MER9B,LTR,ERVK,0,0,0,12
814,LTR51,LTR,ERV1,80,12,79,23
815,X7C_LINE,LINE,CR1,76,109,174,51
816,Merlin1_HS,DNA,Merlin,24,0,72,32
817,LTR40A1,LTR,ERVL,84,100,94,58
818,LTR41C,LTR,ERVL,174,274,228,107
819,LTR41B,LTR,ERVL,398,473,932,737
820,Kanga2_a,DNA,TcMar-Tc2,526,837,956,448
821,LTR29,LTR,ERV1,165,190,213,85
822,LTR14C,LTR,ERVK,28,0,32,2
823,LTR14B,LTR,ERVK,16,35,177,72
824,LTR22B2,LTR,ERVK,0,4,0,16
825,MER101B,LTR,ERV1,20,24,8,0
826,MSTB1,LTR,ERVL-MaLR,861,928,1236,469
827,LTR103b_Mam,LTR,ERV1?,20,60,92,48
828,AluYk11,SINE,Alu,147,126,137,40
829,AluYk12,SINE,Alu,15,15,30,18
830,LTR33B,LTR,ERVL,156,262,228,112
831,HERVE_a-int,LTR,ERV1,76,62,110,54
832,LTR33A,LTR,ERVL,306,348,297,136
833,U14,snRNA,snRNA,28,44,112,106
834,LTR105_Mam,LTR,ERVL,78,52,108,117
835,Tigger19b,DNA,TcMar-Tigger,1005,1222,2107,1231
836,Helitron3Na_Mam,RC,Helitron,147,279,172,218
837,L1PA2,LINE,L1,393,593,896,412
838,L1PA5,LINE,L1,1636,2330,2904,1349
839,L1PA4,LINE,L1,1088,1662,2091,1226
840,L1PA7,LINE,L1,4034,4373,7341,3216
841,L1PA6,LINE,L1,24090,14574,17190,11868
842,L1PA8,LINE,L1,1313,1557,2519,1106
843,MER90,LTR,ERV1,180,183,133,193
844,L1P4c,LINE,L1,0,0,0,0
845,MER94,DNA,hAT-Blackjack,805,925,1153,661
846,MER11A,LTR,ERVK,160,193,349,178
847,LTR65,LTR,ERV1,113,109,279,204
848,LTR64,LTR,ERV1,68,164,128,122
849,LTR1B,LTR,ERV1,267,291,439,259
850,LTR1C,LTR,ERV1,0,0,0,6
851,LTR1D,LTR,ERV1,4,11,83,33
852,LTR1E,LTR,ERV1,48,88,51,25
853,LTR1F,LTR,ERV1,20,20,12,8
854,LTR62,LTR,ERVL,33,54,68,0
855,MER41B,LTR,ERV1,540,669,477,225
856,MER5B,DNA,hAT-Charlie,4155,4151,6943,3596
857,MER67A,LTR,ERV1,124,44,100,44
858,hAT-N1_Mam,DNA,hAT-Tip100?,191,152,175,94
859,LTR69,LTR,ERVL,8,0,52,0
860,LTR68,LTR,ERV1,51,53,60,40
861,MER5C,DNA,hAT-Charlie,275,240,563,205
862,tRNA-His-CAY,tRNA,tRNA,0,0,0,0
863,AluSg,SINE,Alu,3579,3822,5443,3760
864,MER54B,LTR,ERVL,63,23,40,63
865,MER70A,LTR,ERVL,47,32,116,36
866,Tigger17c,DNA,TcMar-Tigger,292,411,537,353
867,LTR10F,LTR,ERV1,75,44,109,36
868,LTR24B,LTR,ERV1,146,108,349,194
869,Eulor7,DNA?,DNA?,0,0,0,0
870,MER97c,DNA,hAT-Tip100,0,12,0,8
871,L1MD3,LINE,L1,1183,1579,2247,1028
872,L1MD2,LINE,L1,2540,3576,4961,2505
873,L1MD1,LINE,L1,1382,2310,2805,1605
874,HERV17-int,LTR,ERV1,413,380,659,262
875,LTR1C1,LTR,ERV1,8,14,4,2
876,LTR1C3,LTR,ERV1,0,8,0,0
877,Eulor1,DNA,DNA,0,0,0,0
878,MER70B,LTR,ERVL,0,4,36,27
879,tRNA-Gly-GGY,tRNA,tRNA,0,0,8,12
880,LTR84a,LTR,ERVL,162,80,99,76
881,LTR84b,LTR,ERVL,80,135,244,168
882,UCON6,Unknown,Unknown,152,182,236,95
883,tRNA-Gly-GGG,tRNA,tRNA,0,0,0,12
884,MLT1G1-int,LTR,ERVL-MaLR,67,36,80,24
885,MER77B,LTR,ERVL,287,501,392,186
886,MER132,DNA,TcMar-Pogo,0,0,0,0
887,Tigger17b,DNA,TcMar-Tigger,11,0,32,0
888,L1ME3A,LINE,L1,3840,5181,6911,3653
889,L1ME3B,LINE,L1,2481,2721,5030,2721
890,L1ME3C,LINE,L1,458,740,1178,475
891,L1ME3D,LINE,L1,1657,1651,2564,1363
892,L1MEf,LINE,L1,2407,3059,8958,3917
893,L1ME3F,LINE,L1,1939,2666,3138,1613
894,L1ME3G,LINE,L1,3407,5425,7220,3400
895,Tigger1a_Art,DNA,TcMar-Tigger,57,24,88,5
896,MER57F,LTR,ERV1,42,75,121,47
897,MER57D,LTR,ERV1,31,132,54,20
898,MER47C,DNA,TcMar-Tigger,163,106,296,148
899,MER47B,DNA,TcMar-Tigger,92,180,122,72
900,MER47A,DNA,TcMar-Tigger,993,891,1621,947
901,SVA_D,Retroposon,SVA,131,295,272,171
902,SVA_E,Retroposon,SVA,73,81,131,71
903,D20S16,Satellite,Satellite,0,30,4,3
904,MER30B,DNA,hAT-Charlie,8,51,64,68
905,SVA_A,Retroposon,SVA,353,318,261,175
906,SVA_B,Retroposon,SVA,154,165,227,129
907,FAM,SINE,Alu,679,759,1019,710
908,MER89-int,LTR,ERV1,64,45,120,87
909,MER90a,LTR,ERV1,385,178,449,218
910,MER97a,DNA,hAT-Tip100,0,0,0,0
911,tRNA-Thr-ACY_,tRNA,tRNA,0,0,0,0
912,MLT1F-int,LTR,ERVL-MaLR,67,183,224,95
913,MER34C_,LTR,ERV1,60,56,32,77
914,Tigger14a,DNA,TcMar-Tigger,365,477,571,350
915,MSTD-int,LTR,ERVL-MaLR,109,167,325,147
916,Charlie22a,DNA,hAT-Charlie,140,326,221,287
917,L1MC4a,LINE,L1,3695,4493,7263,4233
918,Helitron2Na_Mam,RC?,Helitron?,164,152,323,247
919,Ricksha_a,DNA,MULE-MuDR,59,168,8,24
920,LFSINE_Vert,SINE,tRNA,859,1192,1110,746
921,L1MDb,LINE,L1,292,259,426,229
922,L1MDa,LINE,L1,1152,1640,3027,1313
923,UCON38,Unknown,Unknown,0,0,28,0
924,7SLRNA,srpRNA,srpRNA,94296,126844,49518,39868
925,MER6B,DNA,TcMar-Tigger,125,107,220,185
926,LOR1-int,LTR,ERV1,489,585,635,488
927,LTR72,LTR,ERV1,86,44,52,20
928,UCON37,Unknown,Unknown,0,4,12,0
929,HERVP71A-int,LTR,ERV1,243,261,195,199
930,L1P3b,LINE,L1,40,12,2,1
931,LTR73,LTR,ERV1,16,45,52,44
932,HERV35I-int,LTR,ERV1,139,114,168,156
933,MER68,LTR,ERVL,646,812,1118,466
934,LTR108d_Mam,LTR,ERVL,0,0,8,0
935,MamGypsy2-I,LTR,Gypsy,253,256,335,233
936,tRNA-Tyr-TAT,tRNA,tRNA,0,0,0,0
937,MER110-int,LTR,ERV1,51,20,83,72
938,Tigger2a,DNA,TcMar-Tigger,721,810,1148,639
939,MLT1C-int,LTR,ERVL-MaLR,252,152,246,48
940,HY1,scRNA,scRNA,169,125,254,203
941,HY3,scRNA,scRNA,154,144,256,95
942,HY4,scRNA,scRNA,84,64,129,59
943,HY5,scRNA,scRNA,32,88,0,20
944,MamRep605,LTR?,LTR?,1143,914,1555,750
945,tRNA-Thr-ACY,tRNA,tRNA,7,0,0,0
946,MER87,LTR,ERV1,16,0,44,16
947,MER89,LTR,ERV1,127,133,239,122
948,HUERS-P3b-int,LTR,ERV1,452,601,474,359
949,MER133B,DNA?,DNA?,16,0,0,0
950,HERV9N-int,LTR,ERV1,66,24,175,59
951,MER133A,DNA?,DNA?,0,0,8,0
952,Eulor5A,DNA?,DNA?,0,8,28,24
953,5S,rRNA,rRNA,988,1522,455,336
954,Eulor5B,DNA?,DNA?,0,0,12,0
955,LTR19B,LTR,ERV1,20,28,68,35
956,LTR19C,LTR,ERV1,140,64,111,51
957,LTR19A,LTR,ERV1,167,383,505,309
958,MLT1J2,LTR,ERVL-MaLR,973,863,1424,615
959,MamRep564,Unknown,Unknown,116,335,287,216
960,UCON28c,Unknown,Unknown,8,12,24,0
961,MLT1J1,LTR,ERVL-MaLR,403,463,726,267
962,UCON34,Unknown,Unknown,51,196,120,127
963,LTR2C,LTR,ERV1,38,61,117,81
964,LTR2B,LTR,ERV1,109,123,87,54
965,HAL1M8,LINE,L1,590,850,1348,531
966,AluYi6,SINE,Alu,29,31,80,26
967,MSR1,Satellite,Satellite,164,53,90,66
968,Tigger8,DNA,TcMar-Tigger,194,229,435,170
969,LTR49-int,LTR,ERV1,312,527,534,258
970,MER31-int,LTR,ERV1,163,193,381,231
971,Tigger1,DNA,TcMar-Tigger,5801,8575,11927,5716
972,tRNA-Ala-GCY_,tRNA,tRNA,0,0,0,0
973,Kanga1d,DNA,TcMar-Tc2,12,163,256,47
974,Tigger2,DNA,TcMar-Tigger,1210,1256,2456,1072
975,Kanga1b,DNA,TcMar-Tc2,63,47,97,12
976,Kanga1c,DNA,TcMar-Tc2,87,96,300,168
977,Tigger7,DNA,TcMar-Tigger,1151,1446,1745,1018
978,Kanga1a,DNA,TcMar-Tc2,100,220,280,95
979,L1M3b,LINE,L1,32,72,149,108
980,UCON71,Unknown,Unknown,0,0,12,0
981,LTR10A,LTR,ERV1,90,54,182,121
982,tRNA-Asp-GAY,tRNA,tRNA,0,0,0,19
983,LTR10C,LTR,ERV1,179,311,181,108
984,LTR10B,LTR,ERV1,37,27,12,31
985,LTR10E,LTR,ERV1,43,14,81,21
986,LTR10D,LTR,ERV1,65,18,64,12
987,LTR10G,LTR,ERV1,0,28,28,2
988,AluY,SINE,Alu,6954,7249,10053,6615
989,SATR2,Satellite,Satellite,72,125,43,6
990,LTR16D1,LTR,ERVL,123,137,84,12
991,LTR16D2,LTR,ERVL,43,0,42,5
992,L1M3a,LINE,L1,101,212,409,152
993,MER57B1,LTR,ERV1,134,116,99,128
994,UCON85,Unknown,Unknown,0,0,0,4
995,L2-1_AMi,LINE,L2,188,303,492,176
996,MER57B2,LTR,ERV1,40,135,279,147
997,MamSINE1,SINE,tRNA-RTE,2726,3452,4368,2232
998,UCON11,DNA,TcMar-Tigger,0,0,8,0
999,Tigger3a,DNA,TcMar-Tigger,1206,1817,2309,1020
1000,HERVL40-int,LTR,ERVL,223,296,733,188
1001,MER53,DNA,hAT,374,749,759,553
1002,MER50,LTR,ERV1,223,173,262,178
1003,MER52-int,LTR,ERV1,18,80,46,20
1004,UCON76,Unknown,Unknown,0,0,0,0
1005,Penelope1_Vert,LINE,Penelope,421,429,464,344
1006,MER87B,LTR,ERV1,44,52,96,24
1007,MamRep434,DNA,TcMar-Tigger,602,761,1127,462
1008,HERVFH19-int,LTR,ERV1,27,89,115,28
1009,L2-3_Crp,LINE,L2,330,534,663,197
1010,HERVK14C-int,LTR,ERVK,0,0,28,0
1011,HAL1ME,LINE,L1,1380,1816,2474,1088
1012,LTR28,LTR,ERV1,16,41,16,4
1013,MLT1A1-int,LTR,ERVL-MaLR,91,178,196,56
1014,FLAM_C,SINE,Alu,2615,2760,4781,3103
1015,LTR81AB,LTR,Gypsy,4,20,15,0
1016,FLAM_A,SINE,Alu,1613,2008,3143,1504
1017,L1M6B,LINE,L1,196,215,377,262
1018,MER121,DNA,hAT?,28,49,16,14
1019,LTR37B,LTR,ERV1,63,474,359,224
1020,LTR23,LTR,ERV1,136,172,200,123
1021,LTR22,LTR,ERVK,68,0,57,0
1022,LTR25,LTR,ERV1,47,36,50,10
1023,LTR12,LTR,ERV1,130,86,198,53
1024,LTR27,LTR,ERV1,31,16,12,28
1025,LTR26,LTR,ERV1,139,183,92,76
1026,LTR7A,LTR,ERV1,10,5,17,1
1027,tRNA-Thr-ACG_,tRNA,tRNA,0,0,0,0
1028,LTR6A,LTR,ERV1,141,150,139,109
1029,LTR37A,LTR,ERV1,82,258,289,148
